sentence_id,product_name,price,rating,review,cleaned_review,aspect_sentiment_annotation,review_type,category
251,"Professional Nova Foldable Hair Dryer , Compact and Powerful for Salon-Quality Styling","Rs. 3,500",5,අව්ලක් නෑ හොඳයි ගන්න. සමාන්‍ය හොඳ හීට් එකක් එනවා. Seller recommend. ✌✌✌,අව්ලක් නෑ හොඳයි ගන්න. සමාන්‍ය හොඳ හීට් එකක් එනවා. Seller recommend. ✌✌✌,"{
(NULL, 'Functionality', 'හොඳයි', positive),
(NULL, 'Heat Performance / Heat Generation', 'සමාන්‍ය හොඳ හීට් එකක් එනවා', positive),
(NULL, 'Overall Satisfaction', 'Seller recommend', positive)
}",Pure_Sinhala,home
252,"Professional Nova Foldable Hair Dryer , Compact and Powerful for Salon-Quality Styling","Rs. 3,500",5,dawas 2n deliver una. aththatama godak hodai... thank you daraz ......,දවස් 2න් දෙලිවෙර් උන. ඇත්තටම ගොඩක් හොදි... තැනක් යෞ දරළ් ......,"{
(NULL, 'Delivery & Packaging', 'දවස් 2න් දෙලිවෙර් උන', positive),
(NULL, 'Overall Satisfaction', 'ගොඩක් හොදි', positive)
}",Sinhala_in_English,home
253,"Professional Nova Foldable Hair Dryer , Compact and Powerful for Salon-Quality Styling","Rs. 3,500",5,හිතුවට වඩා size එක නම් පොඩී ගත්ත ගානට වටිනවා ලොකූ Dryer එකක් නම් නෑ,හිතුවට වඩා size එක නම් පොඩී ගත්ත ගානට වටිනවා ලොකූ Dryer එකක් නම් නෑ,"{
(NULL, 'Size & Fit Compatibility', 'size එක නම් පොඩී', negative),
(NULL, 'Price / Value for Money', 'ගත්ත ගානට වටිනවා', positive),
(NULL, 'Product Quality', 'ලොකූ Dryer එකක් නම් නෑ', negative)
}",Pure_Sinhala,home
254,"Professional Nova Foldable Hair Dryer , Compact and Powerful for Salon-Quality Styling","Rs. 3,500",5,හොඳයි.. හැබැයි ගැලවිලා තිබුනෙ මේක.. එවන විදිය නම් වෙන්න බෑ ඒ...,හොඳයි.. හැබැයි ගැලවිලා තිබුනෙ මේක.. එවන විදිය නම් වෙන්න බෑ ඒ...,"{
(NULL, 'Build / Construction Quality', 'ගැලවිලා තිබුනෙ', negative),
(NULL, 'Delivery & Packaging', 'එවන විදිය හොඳ නෑ', negative)
}",Pure_Sinhala,home
255,"Professional Nova Foldable Hair Dryer , Compact and Powerful for Salon-Quality Styling","Rs. 3,500",4,ඇත්තට ඒ ගානට පාඩු නෑ. packing  එකත් හොදයි. ඉක්මනින් oder එක ආවා.,ඇත්තට ඒ ගානට පාඩු නෑ. packing  එකත් හොදයි. ඉක්මනින් oder එක ආවා.,"{
(NULL, 'Price / Value for Money', 'ඒ ගානට පාඩු නෑ', positive),
(NULL, 'Delivery & Packaging', 'packing එකත් හොදයි', positive),
(NULL, 'Delivery & Packaging', 'ඉක්මනින් order එක ආවා', positive)
}",Pure_Sinhala,home
256,"Professional Nova Foldable Hair Dryer , Compact and Powerful for Salon-Quality Styling","Rs. 3,500",5,හොඳයි .. ගෙවන ගානට වටිනවා. දවස් 2න් ආවා. Thanks seller ..,හොඳයි .. ගෙවන ගානට වටිනවා. දවස් 2න් ආවා. Thanks seller ..,"{
(NULL, 'Price / Value for Money', 'ගෙවන ගානට වටිනවා', positive),
(NULL, 'Delivery & Packaging', 'දවස් 2න් ආවා', positive)
}",Pure_Sinhala,home
257,"Professional Nova Foldable Hair Dryer , Compact and Powerful for Salon-Quality Styling","Rs. 3,500",5,සාමාන්‍යයෙන් හොඳයි අවුලක් නෑ. හිතුවට වඩා හැබැයි පොඩි.,සාමාන්‍යයෙන් හොඳයි අවුලක් නෑ. හිතුවට වඩා හැබැයි පොඩි.,"{
(NULL, 'Product Quality', 'සාමාන්‍යයෙන් හොඳයි', positive),
(NULL, 'Overall Satisfaction', 'අවුලක් නෑ', positive),
(NULL, 'Size & Fit Compatibility', 'හිතුවට වඩා පොඩි', negative)
}
",Pure_Sinhala,home
258,"Professional Nova Foldable Hair Dryer , Compact and Powerful for Salon-Quality Styling","Rs. 3,500",5,Oder eka dawas deken labuna.machine ekath hodai.,ඔදෙර් එක දවස් දෙකෙන් ලැබුන.මචිනේ එකත් හොදි.,"{
(NULL, 'Delivery & Packaging', 'දවස් දෙකෙන් ලැබුන', positive),
(NULL, 'Product Quality', 'මචිනේ එකත් හොදි', positive)
}",Sinhala_in_English,home
259,"Professional Nova Foldable Hair Dryer , Compact and Powerful for Salon-Quality Styling","Rs. 3,500",5,ගෙවන ගානට වට්නවා.හොදට packකරල තිබුනා.thank you,ගෙවන ගානට වට්නවා.හොදට packකරල තිබුනා.thank you,"{
(NULL, 'Price / Value for Money', 'ගෙවන ගානට වට්නවා', positive),
(NULL, 'Delivery & Packaging', 'හොදට packකරල තිබුනා', positive)
}",Pure_Sinhala,home
260,"Professional Nova Foldable Hair Dryer , Compact and Powerful for Salon-Quality Styling","Rs. 3,500",5,Hodata wada karanawa. me ganata marama labai.,හොදට වැඩ කරනවා. මේ ගානට මාරම ලැබී.,"{
(NULL, 'Functionality', 'හොදට වැඩ කරනවා', positive),
(NULL, 'Price / Value for Money', 'මේ ගානට මාරම ලැබී', positive)
}",Sinhala_in_English,home
261,"Professional Nova Foldable Hair Dryer , Compact and Powerful for Salon-Quality Styling","Rs. 3,500",5,සාමාන්‍ය හොද හීට් එකක් තියනවා. හොදයි සුපිරියි.,සාමාන්‍ය හොද හීට් එකක් තියනවා. හොදයි සුපිරියි.,"{
(NULL, 'Heat Performance / Heat Generation', 'සාමාන්‍ය හොද හීට් එකක් තියනවා', positive),
(NULL, 'Overall Satisfaction', 'හොදයි සුපිරියි', positive)
}",Pure_Sinhala,home
262,"Professional Nova Foldable Hair Dryer , Compact and Powerful for Salon-Quality Styling","Rs. 3,500",5,මේක හොදයි  ගෙවන ගානට සාදාරනයි  fast delivery,මේක හොදයි  ගෙවන ගානට සාදාරනයි  fast delivery,"{
(NULL, 'Price / Value for Money', 'ගෙවන ගානට සාදාරනයි', positive),
(NULL, 'Delivery & Packaging', 'fast delivery', positive),
(NULL, 'Overall Satisfaction', 'හොදයි', positive)
}",Pure_Sinhala,home
263,"Professional Nova Foldable Hair Dryer , Compact and Powerful for Salon-Quality Styling","Rs. 3,500",5,worth for price.good product.fast delivery..,ගෙවන මුදලට ඉතා වටිනවා. හොඳ නිෂ්පාදනයක්. බෙදාහැරීමත් ඉතා වේගවත්,"{
(NULL, 'Price / Value for Money', 'ගෙවන මුදලට ඉතා වටිනවා', positive),
(NULL, 'Product Quality', 'හොඳ නිෂ්පාදනයක්', positive),
(NULL, 'Delivery & Packaging', 'බෙදාහැරීමත් ඉතා වේගවත්', positive)
}
",Sinhala_in_English,home
264,"Professional Nova Foldable Hair Dryer , Compact and Powerful for Salon-Quality Styling","Rs. 3,500",5,"ගන්න ගානටනම් ඇත්තටම වටිනවා , good product","ගන්න ගානටනම් ඇත්තටම වටිනවා , good product","{
(NULL, 'Price / Value for Money', 'ගන්න ගානටනම් වටිනවා', positive),
(NULL, 'Product Quality', 'good product', positive)
}",Pure_Sinhala,home
265,"Professional Nova Foldable Hair Dryer , Compact and Powerful for Salon-Quality Styling","Rs. 3,500",5,Hoda heat ekk thiyenw 👍thnk you daraz ❤️,හොද හෙඅට් එකක් තින්ව් 👍තනක් යෞ දරළ් ❤️,"{
(NULL, 'Heat Performance / Heat Generation', 'හොද හෙඅට් එකක් තින්ව්', positive),
(NULL, 'Overall Satisfaction', 'තනක් යෞ දරළ්', positive)
}",Sinhala_in_English,home
266,"Professional Nova Foldable Hair Dryer , Compact and Powerful for Salon-Quality Styling","Rs. 3,500",5,හිතුවට වඩා හොදයි ❤️ හොද හීට් එකක් තියෙනවා,හිතුවට වඩා හොදයි ❤️ හොද හීට් එකක් තියෙනවා,"{
(NULL, 'Overall Satisfaction', 'හිතුවට වඩා හොදයි', positive),
(NULL, 'Heat Performance / Heat Generation', 'හොද හීට් එකක් තියෙනවා', positive)
}",Pure_Sinhala,home
267,"Professional Nova Foldable Hair Dryer , Compact and Powerful for Salon-Quality Styling","Rs. 3,500",5,හොදට තියේනවා ගොඩක් හොදයි ඉක්මනට හම්බුනා..,හොදට තියේනවා ගොඩක් හොදයි ඉක්මනට හම්බුනා..,"{
(NULL, 'Product Quality', 'හොදට තියේනවා', positive),
(NULL, 'Delivery & Packaging', 'ඉක්මනට හම්බුනා', positive)
}",Pure_Sinhala,home
268,"Professional Nova Foldable Hair Dryer , Compact and Powerful for Salon-Quality Styling","Rs. 3,500",5,4k order karala pay karala 3i labune😤,4ක් ඔර්දෙර් කරලා පය කරලා 3ඉ ලැබුනේ😤,"{
(NULL, 'Delivery & Packaging', '4ක් ඔර්දෙර් කරලා 3ඉ ලැබුනේ', negative)
}",Sinhala_in_English,home
269,"Professional Nova Foldable Hair Dryer , Compact and Powerful for Salon-Quality Styling","Rs. 3,500",5,ඉක්මනින් හම්බුණා.. ගානට සෑහෙන වටිනවා.,ඉක්මනින් හම්බුණා.. ගානට සෑහෙන වටිනවා.,"{
(NULL, 'Price / Value for Money', 'ගානට සෑහෙන වටිනවා', positive),
(NULL, 'Delivery & Packaging', 'ඉක්මනින් හම්බුණා', positive)
}",Pure_Sinhala,home
270,"Professional Nova Foldable Hair Dryer , Compact and Powerful for Salon-Quality Styling","Rs. 3,500",5,hodhai gewana ganata sadharanai 😁🫡,හොධෛ ගෙවන ගානට සාධාරනෛ 😁🫡,"{
(NULL, 'Price / Value for Money', 'ගෙවන ගානට සාධාරනෛ', positive)
}",Sinhala_in_English,home
271,"Professional Nova Foldable Hair Dryer , Compact and Powerful for Salon-Quality Styling","Rs. 3,500",5,Best💫 hithuwt wedy podiyi hby awlk n,බෙස්ට්💫 හිතුව්ට් වෙද්ය් පොඩියි හ්බ්ය් අව්ලක් න,"{
(NULL, 'Overall Satisfaction', 'බෙස්ට්', positive),
(NULL, 'Size & Fit Compatibility', 'හිතුව්ට් වෙද්ය් පොඩියි', negative),
(NULL, 'Product Quality', 'අව්ලක් නෑ', positive)
}",Sinhala_in_English,home
272,"Professional Nova Foldable Hair Dryer , Compact and Powerful for Salon-Quality Styling","Rs. 3,500",5,lassanai eka.❤️gewana ganata watinawa,ලස්සනෛ එක.❤️ගෙවන ගානට වටිනවා,"{
(NULL, 'Design & Appearance', 'ලස්සනෛ එක', positive),
(NULL, 'Price / Value for Money', 'ගෙවන ගානට වටිනවා', positive)
}",Sinhala_in_English,home
273,"Professional Nova Foldable Hair Dryer , Compact and Powerful for Salon-Quality Styling","Rs. 3,500",5,good product. godak hodt thibuna..,ගූඩ් ප්රෝදුච්ට්. ගොඩක් හොද්ට් තිබුන..,"{
(NULL, 'Product Quality', 'ගූඩ් ප්රෝදුච්ට්', positive),
(NULL, 'Product Quality', 'ගොඩක් හොද්ට් තිබුන', positive)
}",Sinhala_in_English,home
274,"Professional Nova Foldable Hair Dryer , Compact and Powerful for Salon-Quality Styling","Rs. 3,500",5,ගානට වටිනවා.කියපු විදියටම තිබ්බා.,ගානට වටිනවා.කියපු විදියටම තිබ්බා.,"{
(NULL, 'Price / Value for Money', 'ගානට වටිනවා', positive),
(NULL, 'Product Quality', 'කියපු විදියටම තිබ්බා', positive)
}",Pure_Sinhala,home
275,"Professional Nova Foldable Hair Dryer , Compact and Powerful for Salon-Quality Styling","Rs. 3,500",5,hodatama thiyanava item eka👌👌👌,හොදටම තියනවා ඉටෙම් එක👌👌👌,"{
(NULL, 'Product Quality', 'හොදටම තියනවා ඉටෙම් එක', positive)
}",Sinhala_in_English,home
276,"Professional Nova Foldable Hair Dryer , Compact and Powerful for Salon-Quality Styling","Rs. 3,500",5,සුපිරියක් 🤍100% Delivery 100%,සුපිරියක් 🤍100% Delivery 100%,"{
(NULL, 'Delivery & Packaging', 'Delivery 100%', positive),
(NULL, 'Overall Satisfaction', 'සුපිරියක්', positive)
}",Pure_Sinhala,home
277,"Professional Nova Foldable Hair Dryer , Compact and Powerful for Salon-Quality Styling","Rs. 3,500",5,wAda karanawa  ganata watinawa,වැඩ කරනවා  ගානට වටිනවා,"{
(NULL, 'Price / Value for Money', 'ගානට වටිනවා', positive),
(NULL, 'Functionality', 'වැඩ කරනවා', positive)
}",Sinhala_in_English,home
278,"Professional Nova Foldable Hair Dryer , Compact and Powerful for Salon-Quality Styling","Rs. 3,500",5,good prouct compere with price,ගූඩ් ප්රෝඋච්ට් චොම්පෙරේ විත් ප්රිචේ,"{
(NULL, 'Price / Value for Money', 'ගූඩ් ප්රෝඋච්ට් චොම්පෙරේ විත් ප්රිචේ', positive)
}",Sinhala_in_English,home
279,"Professional Nova Foldable Hair Dryer , Compact and Powerful for Salon-Quality Styling","Rs. 3,500",5,මිලේ හැටියට සුපිරි..🙂👍,මිලේ හැටියට සුපිරි..🙂👍,"{
(NULL, 'Price / Value for Money', 'මිලේ හැටියට සුපිරි', positive)
}",Pure_Sinhala,home
280,"Professional Nova Foldable Hair Dryer , Compact and Powerful for Salon-Quality Styling","Rs. 3,500",5,ගොඩක් හොදයි.....❤️,ගොඩක් හොදයි.....❤️,"{
(NULL, 'Overall Satisfaction', 'ගොඩක් හොදයි', positive)
}",Pure_Sinhala,home
281,"Professional Nova Foldable Hair Dryer , Compact and Powerful for Salon-Quality Styling","Rs. 3,500",5,මේක සුපිරි,මේක සුපිරි,"{
(NULL, 'Overall Satisfaction', 'සුපිරි', positive)
}",Pure_Sinhala,home
282,"Professional Nova Foldable Hair Dryer , Compact and Powerful for Salon-Quality Styling","Rs. 3,500",5,hodai,හොදි,"{
(NULL, 'Overall Satisfaction', 'හොදි', positive)
}",Sinhala_in_English,home
283,"Professional Nova Foldable Hair Dryer , Compact and Powerful for Salon-Quality Styling","Rs. 3,500",5,supiriyak,සුපිරියක්,"{
(NULL, 'Overall Satisfaction', 'සුපිරියක්', positive)
}",Sinhala_in_English,home
284,"Professional Nova Foldable Hair Dryer , Compact and Powerful for Salon-Quality Styling","Rs. 3,500",5,හොඳයි,හොඳයි,"{
(NULL, 'Overall Satisfaction', 'හොඳයි', positive)
}",Pure_Sinhala,home
285,"Professional Nova Foldable Hair Dryer , Compact and Powerful for Salon-Quality Styling","Rs. 3,500",1,ගානට අවුලක් නෑ..පොඩී..ගෑනුලමයෙක්ගෙ කොන්ඩයක් වේලන්න නම් ප්‍රමානවත් නෑ..නමුත් ගානට සෑහෙන්න පුලුවන්.,ගානට අවුලක් නෑ..පොඩී..ගෑනුලමයෙක්ගෙ කොන්ඩයක් වේලන්න නම් ප්‍රමානවත් නෑ..නමුත් ගානට සෑහෙන්න පුලුවන්.,"{
(NULL, 'Size & Fit Compatibility', 'පොඩී', negative),
(NULL, 'Price / Value for Money', 'ගානට අවුලක් නෑ', positive),
(NULL, 'Size & Fit Compatibility', 'කොන්ඩයක් වේලන්න ප්‍රමානවත් නෑ', negative)
}",Pure_Sinhala,home
286,"Professional Nova Foldable Hair Dryer , Compact and Powerful for Salon-Quality Styling","Rs. 3,500",5,සුපිරි..ලස්සනයි.හොදට පැකින් කරලා තිබුනා...හුරුබුහුටි ලස්සනයි..කිසිම අවුලක් තිබුනේ නැ..තැන්කිව් ඩරාස්..❤️❤️හොදයි බය නැතුව ගන්න..,සුපිරි..ලස්සනයි.හොදට පැකින් කරලා තිබුනා...හුරුබුහුටි ලස්සනයි..කිසිම අවුලක් තිබුනේ නැ..තැන්කිව් ඩරාස්..❤️❤️හොදයි බය නැතුව ගන්න..,"{
(NULL, 'Design & Appearance', 'ලස්සනයි', positive),
(NULL, 'Product Quality', 'හොදයි', positive),
(NULL, 'Delivery & Packaging', 'හොදට පැකින් කරලා තිබුනා', positive),
(NULL, 'Overall Satisfaction', 'සුපිරි', positive)
}",Pure_Sinhala,home
287,"Professional Nova Foldable Hair Dryer , Compact and Powerful for Salon-Quality Styling","Rs. 3,500",5,ඇත්තටම සුපිරි මේකනම්. බය නැතුව ගන්න. මට දවස් 2න් ලැබුණ. I recommen quality product. Thank You Daraz,ඇත්තටම සුපිරි මේකනම්. බය නැතුව ගන්න. මට දවස් 2න් ලැබුණ. I recommen quality product. Thank You Daraz,"{
(NULL, 'Overall Satisfaction', 'සුපිරි', positive),
(NULL, 'Delivery & Packaging', 'දවස් 2න් ලැබුණ', positive),
(NULL, 'Product Quality', 'quality product', positive)
}",Pure_Sinhala,home
288,"Professional Nova Foldable Hair Dryer , Compact and Powerful for Salon-Quality Styling","Rs. 3,500",5,මට ගෙන්නපු hair dryer එක වැඩ කරන්නේ නැහැ අපි නිතරම බඩු ගන්නවා අපි කෙහොමද ඉදිරියට විශ්වාසයෙන් බඩුවක් ගෙන්න ගනිනෙ,මට ගෙන්නපු hair dryer එක වැඩ කරන්නේ නැහැ අපි නිතරම බඩු ගන්නවා අපි කෙහොමද ඉදිරියට විශ්වාසයෙන් බඩුවක් ගෙන්න ගනිනෙ,"{
(NULL, 'Functionality', 'වැඩ කරන්නේ නැහැ', negative),
(NULL, 'Overall Satisfaction', 'විශ්වාසයෙන් බඩුවක් ගෙන්න ගනිනෙ', negative)
}",Pure_Sinhala,home
289,"Professional Nova Foldable Hair Dryer , Compact and Powerful for Salon-Quality Styling","Rs. 3,500",5,Good product and cute.. loku heat ekak na eth athi me wage podi gnakta watinawa .. hodat pack karal thibba ..three days delivery..😍💖👍,ගූඩ් ප්රෝදුච්ට් ආණ්ඩ චුටේ.. ලොකු හෙඅට් එකක් න එත් ඇති මේ වගේ පොඩි ගනකට වටිනවා .. හොදට් පච්ක් කරල් තිබ්බ ..ත්‍රී ඩයස් දෙලිවෙර්ය්..😍💖👍,"{
(NULL, 'Price / Value for Money', 'ගූඩ් ප්රෝදුච්ට්', positive),
(NULL, 'Heat Performance / Heat Generation', 'ලොකු හෙඅට් එකක් නෑ', neutral),
(NULL, 'Delivery & Packaging', 'හොදට් පච්ක් කරල් තිබ්බ', positive),
(NULL, 'Delivery & Packaging', 'ත්‍රී ඩයස් දෙලිවෙර්ය්', positive)
}",Sinhala_in_English,home
290,"Professional Nova Foldable Hair Dryer , Compact and Powerful for Salon-Quality Styling","Rs. 3,500",5,good product ... hodata heat wenawa... e wagema harima cute...  tawa kenekta ganna koyanna puluwan widiyata recommend karanna puluwan saha ikmanin deliver una... thank you soo much,ගූඩ් ප්රෝදුච්ට් ... හොදට හෙඅට් වෙනවා... ඒ වගේම හරිම චුටේ...  ටව කෙනෙක්ට ගන්න කොයන්න පුළුවන් විදියට රෙචොම්මෙන්ඩ් කරන්න පුළුවන් සහ ඉක්මනින් දෙලිවෙර් උන... තැනක් යෞ සූ මුච්,"{
(NULL, 'Product Quality', 'ගූඩ් ප්රෝදුච්ට්', positive),
(NULL, 'Heat Performance / Heat Generation', 'හොදට හෙඅට් වෙනවා', positive),
(NULL, 'Delivery & Packaging', 'ඉක්මනින් දෙලිවෙර් උන', positive),
(NULL, 'Overall Satisfaction', 'රෙචොම්මෙන්ඩ් කරන්න පුළුවන්', positive)
}",Sinhala_in_English,home
291,"Professional Nova Foldable Hair Dryer , Compact and Powerful for Salon-Quality Styling","Rs. 3,500",5,සෙල්ලම් බඩුවක් වගේ...ගොඩක් තෙත hair එකක් dry කරගන්නනම් බෑ... ඒත් ඉතින් මේ ගානට shape. වැඩි කාලයක් තියෙයි කියලානම් හිතන්නෙ නෑ.,සෙල්ලම් බඩුවක් වගේ...ගොඩක් තෙත hair එකක් dry කරගන්නනම් බෑ... ඒත් ඉතින් මේ ගානට shape. වැඩි කාලයක් තියෙයි කියලානම් හිතන්නෙ නෑ.,"{
(NULL, 'Product Quality', 'සෙල්ලම් බඩුවක් වගේ', negative),
(NULL, 'Heat Performance / Heat Generation', 'ගොඩක් තෙත hair dry කරගන්න බෑ', negative),
(NULL, 'Durability', 'වැඩි කාලයක් තියෙයි කියලා හිතන්නෙ නෑ', negative),
(NULL, 'Price / Value for Money', 'මේ ගානට shape', positive)
}",Pure_Sinhala,home
292,"Professional Nova Foldable Hair Dryer , Compact and Powerful for Salon-Quality Styling","Rs. 3,500",5,හොඳ හුලං පහරක් තියෙනවා. වේග දෙකක් තියෙනවා. ගෙවන මුදලට වටිනවා.,හොඳ හුලං පහරක් තියෙනවා. වේග දෙකක් තියෙනවා. ගෙවන මුදලට වටිනවා.,"{
(NULL, 'Functionality', 'හුලං පහරක් තියෙනවා', positive),
(NULL, 'Performance', 'වේග දෙකක් තියෙනවා', positive),
(NULL, 'Price / Value for Money', 'ගෙවන මුදලට වටිනවා', positive)
}",Pure_Sinhala,home
293,"Professional Nova Foldable Hair Dryer , Compact and Powerful for Salon-Quality Styling","Rs. 3,500",5,"good product,, ගෙවන ගානට වටිනව . ශේප් එකේ වැඩක් කරගන්න පුලුවන්.ඩැමේජ් එහෙම මොකුත් නෑ","good product,, ගෙවන ගානට වටිනව . ශේප් එකේ වැඩක් කරගන්න පුලුවන්.ඩැමේජ් එහෙම මොකුත් නෑ","{
(NULL, 'Product Quality', 'good product', positive),
(NULL, 'Price / Value for Money', 'ගෙවන ගානට වටිනව', positive),
(NULL, 'Functionality', 'වැඩක් කරගන්න පුලුවන්', positive),
(NULL, 'Delivery & Packaging', 'ඩැමේජ් එහෙම නෑ', positive)
}",Pure_Sinhala,home
294,"Professional Nova Foldable Hair Dryer , Compact and Powerful for Salon-Quality Styling","Rs. 3,500",5,මේක පේනවට වැඩිය ගොඩක් පොඩි .හොදට රස්නේ හුලං එනවා . එත් නිකන් සෙල්ලම් බඩුවක් වගේ .,මේක පේනවට වැඩිය ගොඩක් පොඩි .හොදට රස්නේ හුලං එනවා . එත් නිකන් සෙල්ලම් බඩුවක් වගේ .,"{
(NULL, 'Size & Fit Compatibility', 'ගොඩක් පොඩි', negative),
(NULL, 'Heat Performance / Heat Generation', 'රස්නේ හුලං එනවා', positive),
(NULL, 'Product Quality', 'සෙල්ලම් බඩුවක් වගේ', negative)
}",Pure_Sinhala,home
295,"Professional Nova Foldable Hair Dryer , Compact and Powerful for Salon-Quality Styling","Rs. 3,500",5,"kisima quality ekk na ,hena podi wayar eka 1/2m wath diga na minissu rawattanwa","කිසිම ගුණාත්මකභාවයක් නැහැ. වයර් එක හරිම පොඩියි, මීටර් භාගයක්වත් දිග නැහැ. මිනිස්සුන්ව රවට්ටනවා","{
(NULL, 'Product Quality', 'කිසිම ගුණාත්මකභාවයක් නැහැ', negative),
('වයර්', 'Build / Construction Quality', 'හරිම පොඩියි', negative),
('වයර්', 'Size & Fit Compatibility', 'මීටර් භාගයක්වත් දිග නැහැ', negative),
(NULL, 'Overall Satisfaction', 'මිනිස්සුන්ව රවට්ටනවා', negative)
}",Sinhala_in_English,home
296,"Professional Nova Foldable Hair Dryer , Compact and Powerful for Salon-Quality Styling","Rs. 3,500",5,Good product.Podi unata heat ekath hodai.Highly recommended 😍😍😍,ගූඩ් ප්රෝදුච්ට්.පොඩි උනාට හෙඅට් එකත් හොදි.හිඝ්ල්ය් රෙචොම්මේන්දෙඩ් 😍😍😍,"{
(NULL, 'Product Quality', 'ගූඩ් ප්රෝදුච්ට්', positive),
(NULL, 'Heat Performance / Heat Generation', 'හෙඅට් එකත් හොදි', positive),
(NULL, 'Overall Satisfaction', 'හිඝ්ල්ය් රෙචොම්මේන්දෙඩ්', positive)
}",Sinhala_in_English,home
297,"Professional Nova Foldable Hair Dryer , Compact and Powerful for Salon-Quality Styling","Rs. 3,500",5,"ගොඩක් හොදයි,Packing එකත් කොලිටි,ගෙනල්ලා දීපු driverත් ගොඩක් හොදයි","ගොඩක් හොදයි,Packing එකත් කොලිටි,ගෙනල්ලා දීපු driverත් ගොඩක් හොදයි","{
(NULL, 'Product Quality', 'ගොඩක් හොදයි', positive),
(NULL, 'Delivery & Packaging', 'Packing එකත් කොලිටි', positive),
(NULL, 'Delivery & Packaging', 'driverත් ගොඩක් හොදයි', positive)
}",Pure_Sinhala,home
298,"Professional Nova Foldable Hair Dryer , Compact and Powerful for Salon-Quality Styling","Rs. 3,500",5,gewana gaanata watina product ekak dawas 2kin aawa thanks daraz,ගෙවන ගානට වටිනා ප්රෝදුච්ට් එකක් දවස් 2කින් ආව තැන්ක්ස් දරළ්,"{
(NULL, 'Price / Value for Money', 'ගෙවන ගානට වටිනා ප්රෝදුච්ට් එකක්', positive),
(NULL, 'Delivery & Packaging', 'දවස් 2කින් ආව', positive)
}",Sinhala_in_English,home
299,"Professional Nova Foldable Hair Dryer , Compact and Powerful for Salon-Quality Styling","Rs. 3,500",5,pakin nam anthimai meka kadilaata maru karala denawada meka,"පැකින් නම් අන්තිමයි. මේක කැඩිලා, මේක මාරු කරලා දෙනවද","{
(NULL, 'Product Quality', 'හොද ප්රෝදුච්ට් එකක්', positive),
(NULL, 'Overall Satisfaction', 'ගන්න කට්ටිය ගන්න', positive)
}",Sinhala_in_English,home
300,"Professional Nova Foldable Hair Dryer , Compact and Powerful for Salon-Quality Styling","Rs. 3,500",5,Meka aththatama hoda product ekak 🌝 Gann kattiya ganna🔥,මේක ඇත්තටම හොද ප්රෝදුච්ට් එකක් 🌝 ගන්න කට්ටිය ගන්න🔥,"{
(NULL, 'Delivery & Packaging', 'පැකින් නම් අන්තිමයි', negative),
(NULL, 'Build / Construction Quality', 'මේක කැඩිලා', negative),
(NULL, 'Overall Satisfaction', 'මේක මාරු කරලා දෙනවද', negative)
}",Sinhala_in_English,home
301,"Professional Nova Foldable Hair Dryer , Compact and Powerful for Salon-Quality Styling","Rs. 3,500",5,පොඩ්ඩක් පොඩී. එත් හොදයි.ගානට වටිනවා.හොද රස්නයක් තියෙනවා.,පොඩ්ඩක් පොඩී. එත් හොදයි.ගානට වටිනවා.හොද රස්නයක් තියෙනවා.,"{
(NULL, 'Size & Fit Compatibility', 'පොඩ්ඩක් පොඩී', negative),
(NULL, 'Heat Performance / Heat Generation', 'හොද රස්නයක් තියෙනවා', positive),
(NULL, 'Price / Value for Money', 'ගානට වටිනවා', positive)
}",Pure_Sinhala,home
302,"Professional Nova Foldable Hair Dryer , Compact and Powerful for Salon-Quality Styling","Rs. 3,500",5,pramanaya anuwa ena heat eka sahenna hodai good quality,ප්‍රමාණය අනුව එන හෙඅට් එක සැහෙන්න හොදි ගූඩ් කුඅලිත්ය,"{
(NULL, 'Heat Performance / Heat Generation', 'හෙඅට් එක සැහෙන්න හොදි', positive),
(NULL, 'Product Quality', 'ගූඩ් කුඅලිත්ය', positive)
}",Sinhala_in_English,home
303,"Professional Nova Foldable Hair Dryer , Compact and Powerful for Salon-Quality Styling","Rs. 3,500",5,හොදයි මේගනට නම් වටිනවා හොද හීට් එකකුත් තියනවා💯💯💯💯💯,හොදයි මේගනට නම් වටිනවා හොද හීට් එකකුත් තියනවා💯💯💯💯💯,"{
(NULL, 'Price / Value for Money', 'වටිනවා', positive),
(NULL, 'Heat Performance / Heat Generation', 'හොද හීට් එකක් තියනවා', positive)
}",Pure_Sinhala,home
304,"Professional Nova Foldable Hair Dryer , Compact and Powerful for Salon-Quality Styling","Rs. 3,500",5,අව්ලක් නැ ටිකක් පොඩියි ඒත් හීට් එක තියනවා අව්ලක් නෑ ❤️,අව්ලක් නැ ටිකක් පොඩියි ඒත් හීට් එක තියනවා අව්ලක් නෑ ❤️,"{
(NULL, 'Size & Fit Compatibility', 'ටිකක් පොඩියි', negative),
(NULL, 'Heat Performance / Heat Generation', 'හීට් එක තියනවා', positive),
(NULL, 'Overall Satisfaction', 'අව්ලක් නෑ', positive)
}",Pure_Sinhala,home
