sentence_id,product_name,price,rating,review,cleaned_review,aspect_sentiment_anotation,review_type,category
694,Smart Watch T800 Ultra 2024 New Series 8 Ultra Smart Watch Waterproof Sport Wireless n Charger,"Rs. 3,500",5,mama 2k oder kara hodata tiyanava me ganata vatinava good product 🙂✊,මම 2ක් ඔදෙර් කර හොදට තියනවා මේ ගානට වටිනවා ගූඩ් ප්රෝදුච්ට් 🙂✊,,Sinhala_in_English,electronic
695,Smart Watch T800 Ultra 2024 New Series 8 Ultra Smart Watch Waterproof Sport Wireless n Charger,"Rs. 3,500",5,සුපිරි වොච් එක 🥰 බය නැතුව ගන්න දවසෙන් මට ආවා හොදට පැක් කරලත් තිබුණ වොච් එක සුපිරියට ම වැඩ 🤩 Thank you Sellar,සුපිරි වොච් එක 🥰 බය නැතුව ගන්න දවසෙන් මට ආවා හොදට පැක් කරලත් තිබුණ වොච් එක සුපිරියට ම වැඩ 🤩 Thank you Sellar,,Pure_Sinhala,electronic
696,Smart Watch T800 Ultra 2024 New Series 8 Ultra Smart Watch Waterproof Sport Wireless n Charger,"Rs. 3,500",5,සුපිරි හොදට වැඩ කරනවා good product,සුපිරි හොදට වැඩ කරනවා good product,,Pure_Sinhala,electronic
697,Smart Watch T800 Ultra 2024 New Series 8 Ultra Smart Watch Waterproof Sport Wireless n Charger,"Rs. 3,500",5,මෙකනම් මැරු තාමත් හොදට වැඩ වතුර ගියත් අවුලක් උන්නැ 💗🥺,මෙකනම් මැරු තාමත් හොදට වැඩ වතුර ගියත් අවුලක් උන්නැ 💗🥺,,Pure_Sinhala,electronic
698,Smart Watch T800 Ultra 2024 New Series 8 Ultra Smart Watch Waterproof Sport Wireless n Charger,"Rs. 3,500",5,cupriyk,චුප්රිය්ක්,,Sinhala_in_English,electronic
699,Smart Watch T800 Ultra 2024 New Series 8 Ultra Smart Watch Waterproof Sport Wireless n Charger,"Rs. 3,500",5,Attatama godak hoda product ekak godak hodai Hidata paking karala ehema thibba 👍,අට්ටටම ගොඩක් හොද ප්රෝදුච්ට් එකක් ගොඩක් හොදි හිදට පකින්ග් කරලා එහෙම තිබ්බ 👍,,Sinhala_in_English,electronic
700,Smart Watch T800 Ultra 2024 New Series 8 Ultra Smart Watch Waterproof Sport Wireless n Charger,"Rs. 3,500",5,ඒ ගානට සුපිරි බය නැතුව ගන්න කිසිම සැකයක් තියාගන්න එපා,ඒ ගානට සුපිරි බය නැතුව ගන්න කිසිම සැකයක් තියාගන්න එපා,,Pure_Sinhala,electronic
701,Smart Watch T800 Ultra 2024 New Series 8 Ultra Smart Watch Waterproof Sport Wireless n Charger,"Rs. 3,500",5,හොදම එකක් එවලා තිබුනා අරගෙන දැන් මාස හයක් විතර වෙනවා,හොදම එකක් එවලා තිබුනා අරගෙන දැන් මාස හයක් විතර වෙනවා,,Pure_Sinhala,electronic
702,Smart Watch T800 Ultra 2024 New Series 8 Ultra Smart Watch Waterproof Sport Wireless n Charger,"Rs. 3,500",5,good product ekak kiyanna vachana naa,ගූඩ් ප්රෝදුච්ට් එකක් කියන්න වචන නා,,Sinhala_in_English,electronic
703,Smart Watch T800 Ultra 2024 New Series 8 Ultra Smart Watch Waterproof Sport Wireless n Charger,"Rs. 3,500",5,dawasin delivery una. thank you. Hoda product ekak.,දවසින් දෙලිවෙර්ය් උන. තැනක් යෞ. හොද ප්රෝදුච්ට් එකක්.,,Sinhala_in_English,electronic
704,Smart Watch T800 Ultra 2024 New Series 8 Ultra Smart Watch Waterproof Sport Wireless n Charger,"Rs. 3,500",5,Price ekata saadaranai... Watch eka quality ekata thiyenawa.. Penumath hodai...  Delivery ekath ikmanata una.. 1 day walin...,ප්රිචේ එකට සාදරනෛ... වට්ච් එක කුඅලිත්ය එකට තියෙනවා.. පෙනුමත් හොදි...  දෙලිවෙර්ය් එකත් ඉක්මනට උන.. 1 දය වලින්...,,Sinhala_in_English,electronic
705,Smart Watch T800 Ultra 2024 New Series 8 Ultra Smart Watch Waterproof Sport Wireless n Charger,"Rs. 3,500",4,ගොඩක් හොඳ watch එකක් Build quality එකත් හොඳට තියෙනව.... දවස් එකහමාරක් විතර Battery එක one charge එකකින් තියාගන්න පුළුවන්..,ගොඩක් හොඳ watch එකක් Build quality එකත් හොඳට තියෙනව.... දවස් එකහමාරක් විතර Battery එක one charge එකකින් තියාගන්න පුළුවන්..,,Pure_Sinhala,electronic
706,Smart Watch T800 Ultra 2024 New Series 8 Ultra Smart Watch Waterproof Sport Wireless n Charger,"Rs. 3,500",5,හොඳ build කෝල් එකක් තියෙනවා අතේ තියෙන ගානට එකට ගැලපෙන ගන්ඩ ස්මාට් watch එකක The best deal with Daraz,හොඳ build කෝල් එකක් තියෙනවා අතේ තියෙන ගානට එකට ගැලපෙන ගන්ඩ ස්මාට් watch එකක The best deal with Daraz,,Pure_Sinhala,electronic
707,Smart Watch T800 Ultra 2024 New Series 8 Ultra Smart Watch Waterproof Sport Wireless n Charger,"Rs. 3,500",5,Order eka dala ikmanata genath dunna watch ekath danata kisi prashnayak na hodatama thibuna  hoda service ekak thiyenawa good job,ඔර්දෙර් එක දල ඉක්මනට ගෙනත් දුන්න වට්ච් එකත් දැනට කිසි ප්‍රශ්නයක් න හොදටම තිබුන  හොද සේර්විචේ එකක් තියෙනවා ගූඩ් ජොබ්,,Sinhala_in_English,electronic
708,Smart Watch T800 Ultra 2024 New Series 8 Ultra Smart Watch Waterproof Sport Wireless n Charger,"Rs. 3,500",5,ඇත්තටම හොදයි දවසින් ආවා ගොඩක් හයිය watch එකක් ගෙවන ගානට වඩා වටිනවා,ඇත්තටම හොදයි දවසින් ආවා ගොඩක් හයිය watch එකක් ගෙවන ගානට වඩා වටිනවා,,Pure_Sinhala,electronic
709,Smart Watch T800 Ultra 2024 New Series 8 Ultra Smart Watch Waterproof Sport Wireless n Charger,"Rs. 3,500",5,good product but so smail කියපු පාට නෙමෙයි එව්වේ,good product but so smail කියපු පාට නෙමෙයි එව්වේ,,Pure_Sinhala,electronic
710,Smart Watch T800 Ultra 2024 New Series 8 Ultra Smart Watch Waterproof Sport Wireless n Charger,"Rs. 3,500",5,#Win හොද product එකක් 🤟🏼 මේ ගානට ඇත්තටම වටිනවා 🔥 ගෙවන ගානට වඩා මේ watch එක ගොඩක් හොදයි  ...see more,#Win හොද product එකක් 🤟🏼 මේ ගානට ඇත්තටම වටිනවා 🔥 ගෙවන ගානට වඩා මේ watch එක ගොඩක් හොදයි  ...see more,,Pure_Sinhala,electronic
711,Smart Watch T800 Ultra 2024 New Series 8 Ultra Smart Watch Waterproof Sport Wireless n Charger,"Rs. 3,500",5,#WIN . කියන්න කිසිම අව්ලක් නැ මම මේ ගත්තෙ හතර වෙනි එක හතර ප්‍රශ්නයක් නැහැ . තාම හොහොඳට තියෙනවා .මට නම් කියන්න තියෙන්නේ බයනැතුව ගන්න . හොඳට ම පැක් කරලා තිබුනා හීරීමක් වත් වෙලා නැහැ .මට මේ seller ව ගොඩක් ශුවර් . කියන්න තියෙන්නේ බයනැතුව ගන්න කියන්න එක විතරයි .මම නම් දිගටම මේකෙන් ගන්නේ...😍😘,#WIN . කියන්න කිසිම අව්ලක් නැ මම මේ ගත්තෙ හතර වෙනි එක හතර ප්‍රශ්නයක් නැහැ . තාම හොහොඳට තියෙනවා .මට නම් කියන්න තියෙන්නේ බයනැතුව ගන්න . හොඳට ම පැක් කරලා තිබුනා හීරීමක් වත් වෙලා නැහැ .මට මේ seller ව ගොඩක් ශුවර් . කියන්න තියෙන්නේ බයනැතුව ගන්න කියන්න එක විතරයි .මම නම් දිගටම මේකෙන් ගන්නේ...😍😘,,Pure_Sinhala,electronic
712,Smart Watch T800 Ultra 2024 New Series 8 Ultra Smart Watch Waterproof Sport Wireless n Charger,"Rs. 3,500",5,very good produc meka baya nathuwa ganna  meke wireless magnate charger eka thiyenne  1:30 kin withara full charge karaganna puluwan  🤩🤩😍,වෙර්ය් ගූඩ් ප්රොදුක් මේක බය නැතුව ගන්න  මේකේ විරෙලේස්ස් මග්නටේ චර්ගේර් එක තියෙන්නේ  1:30 කින් විතර ෆුල්ල් චර්ගේ කරගන්න පුළුවන්  🤩🤩😍,,Sinhala_in_English,electronic
713,Smart Watch T800 Ultra 2024 New Series 8 Ultra Smart Watch Waterproof Sport Wireless n Charger,"Rs. 3,500",5,hodthai bayenethuvaganna thavas thunakkin aava,හොද්තෛ බයෙනේතුවගන්න තවස් තුනක්කින් ආව,,Sinhala_in_English,electronic
714,Smart Watch T800 Ultra 2024 New Series 8 Ultra Smart Watch Waterproof Sport Wireless n Charger,"Rs. 3,500",5,very very very very good.I recomend tis product,වෙර්ය් වෙර්ය් වෙර්ය් වෙර්ය් ගූඩ්.ඉ රෙචොමෙන්ඩ් තිස් ප්රෝදුච්ට්,,Sinhala_in_English,electronic
715,Smart Watch T800 Ultra 2024 New Series 8 Ultra Smart Watch Waterproof Sport Wireless n Charger,"Rs. 3,500",4,smart watch එකේ seel එක කඩල එවලා තිබුණේ.හැබැයි watch එක හොඳයි .battery ගහන කොට rath වෙනවා.,smart watch එකේ seel එක කඩල එවලා තිබුණේ.හැබැයි watch එක හොඳයි .battery ගහන කොට rath වෙනවා.,,Pure_Sinhala,electronic
716,Smart Watch T800 Ultra 2024 New Series 8 Ultra Smart Watch Waterproof Sport Wireless n Charger,"Rs. 3,500",5,Supiri watch eka.. dawas 5n deliver unaa.. chat service ekath hodai. gewana gaanata paadu naa... packing hodai damage ehema mokawath naa..,සුපිරි වට්ච් එක.. දවස් 5න් දෙලිවෙර් උනා.. චැට් සේර්විචේ එකත් හොදි. ගෙවන ගානට පාඩු නා... පච්කින්ග් හොදි දමාගෙ එහෙම මොකවත් නා..,,Sinhala_in_English,electronic
717,Smart Watch T800 Ultra 2024 New Series 8 Ultra Smart Watch Waterproof Sport Wireless n Charger,"Rs. 3,500",5,"niyam thiyana , patai ,supiri hituvata ada hodata  thiyanav a hodata packing karala thiynava , hirila mukuthth ne, phone eka hodata connect venava , kiypu davasta kalin awaaaaaa baya nathuva ganna gevana ganat a paduvk ne .....😘😘😘😘",නියම තියන,,Sinhala_in_English,electronic
718,Smart Watch T800 Ultra 2024 New Series 8 Ultra Smart Watch Waterproof Sport Wireless n Charger,"Rs. 3,500",5,👌👌👌ගෙවන ගානට සුපිරි.පැකින් එකත් සුපිරියටම තිබුනා.smarat watch එක සුපිරි .බය නැතුව ගන්න . ඩිලවරි ත්මා අවුල ගොඩ දවසක් ගිය  දවස් 8 ගිය .,👌👌👌ගෙවන ගානට සුපිරි.පැකින් එකත් සුපිරියටම තිබුනා.smarat watch එක සුපිරි .බය නැතුව ගන්න . ඩිලවරි ත්මා අවුල ගොඩ දවසක් ගිය  දවස් 8 ගිය .,,Pure_Sinhala,electronic
719,Smart Watch T800 Ultra 2024 New Series 8 Ultra Smart Watch Waterproof Sport Wireless n Charger,"Rs. 3,500",5,watch eka hodai ganata watinawa😊recommended.,වට්ච් එක හොදි ගානට වටිනවා😊රෙචොම්මේන්දෙඩ්.,,Sinhala_in_English,electronic
720,Smart Watch T800 Ultra 2024 New Series 8 Ultra Smart Watch Waterproof Sport Wireless n Charger,"Rs. 3,500",5,Meka Hoda quality ekata pack karala thibba Good Product 👍👍,මේක හොද කුඅලිත්ය එකට පච්ක් කරලා තිබ්බ ගූඩ් ප්රෝදුච්ට් 👍👍,,Sinhala_in_English,electronic
721,Smart Watch T800 Ultra 2024 New Series 8 Ultra Smart Watch Waterproof Sport Wireless n Charger,"Rs. 3,500",5,"dawas thunak withara use kara kiyanna awulak na normal use karaddi nam dawas 1.5 wage puluwan bluetooth connect karala nam 21 h wage puluwan  music , assistant  wage nam 8 h wage thama puluwan",දවස් තුනක් විතර උසේ කර කියන්න අවුලක් න නොර්මල් උසේ කරද්දී නම් දවස් 1.5 වගේ පුළුවන් බ්ලුඑටූත් චොන්නේච්ට් කරලා නම් 21 හ වගේ පුළුවන්  මුසික්,,Sinhala_in_English,electronic
722,Smart Watch T800 Ultra 2024 New Series 8 Ultra Smart Watch Waterproof Sport Wireless n Charger,"Rs. 3,500",5,ada mata watch eka labuna...eththatama hodai🤗🤗.hemadeyakma hodata weda karanawa...kattiya baya nathuwa ganna👍👍👍,අද මට වට්ච් එක ලැබුන...එත්තටම හොදි🤗🤗.හෙමදෙයක්ම හොදට වේද කරනවා...කට්ටිය බය නැතුව ගන්න👍👍👍,,Sinhala_in_English,electronic
723,Smart Watch T800 Ultra 2024 New Series 8 Ultra Smart Watch Waterproof Sport Wireless n Charger,"Rs. 3,500",5,"Oder kare grey color ekak awe black ekak.,😤",ඔදෙර් කරේ ග්රෙය් චොලෝර් එකක් අවේ බ්ලච්ක් එකක්.,,Sinhala_in_English,electronic
724,Smart Watch T800 Ultra 2024 New Series 8 Ultra Smart Watch Waterproof Sport Wireless n Charger,"Rs. 3,500",5,👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍 goood,ගූඔද්,,Sinhala_in_English,electronic
725,Smart Watch T800 Ultra 2024 New Series 8 Ultra Smart Watch Waterproof Sport Wireless n Charger,"Rs. 3,500",5,ගොඩක් හොදට පැක් කරලා තිබුණා ඇත්තටම හොඳ ප්‍රොඩක් එකක් ගන්න කෙනෙක් බය නැතුව ගන්න කිසිම හානියක් නැතුව ගෙනත් දෙනවා😍👍,ගොඩක් හොදට පැක් කරලා තිබුණා ඇත්තටම හොඳ ප්‍රොඩක් එකක් ගන්න කෙනෙක් බය නැතුව ගන්න කිසිම හානියක් නැතුව ගෙනත් දෙනවා😍👍,,Pure_Sinhala,electronic
726,Smart Watch T800 Ultra 2024 New Series 8 Ultra Smart Watch Waterproof Sport Wireless n Charger,"Rs. 3,500",5,Megollongen baya nathuwa watch ganna marama hoda customer service ekak thiyanawa. Watch eka super thanks.,මෙගොල්ලොන්ගෙන් බය නැතුව වට්ච් ගන්න මාරම හොද චුස්ටෝමෙර් සේර්විචේ එකක් තියනවා. වට්ච් එක සුපෙර් තැන්ක්ස්.,,Sinhala_in_English,electronic
727,Smart Watch T800 Ultra 2024 New Series 8 Ultra Smart Watch Waterproof Sport Wireless n Charger,"Rs. 3,500",5,සුපිරි productට් එකක් ❤️ thank you daraz❤️,සුපිරි productට් එකක් ❤️ thank you daraz❤️,,Pure_Sinhala,electronic
728,Smart Watch T800 Ultra 2024 New Series 8 Ultra Smart Watch Waterproof Sport Wireless n Charger,"Rs. 3,500",5,"Aththata fattama vatinava gewana ganata, hodata use karanna puluvan, kisima awlak ne,",ඇත්තට ඵට්ටම වටිනවා ගෙවන ගානට,,Sinhala_in_English,electronic
729,Smart Watch T800 Ultra 2024 New Series 8 Ultra Smart Watch Waterproof Sport Wireless n Charger,"Rs. 3,500",5,හොඳ නිෂ්පාදනයක් කස්ටමසර්විස් එක මාර හොඳයි,හොඳ නිෂ්පාදනයක් කස්ටමසර්විස් එක මාර හොඳයි,,Pure_Sinhala,electronic
730,Smart Watch T800 Ultra 2024 New Series 8 Ultra Smart Watch Waterproof Sport Wireless n Charger,"Rs. 3,500",5,watch eka hodai but game eka enne snake,වට්ච් එක හොදි බුට් ගමේ එක එන්නේ ස්නාකේ,,Sinhala_in_English,electronic
731,Smart Watch T800 Ultra 2024 New Series 8 Ultra Smart Watch Waterproof Sport Wireless n Charger,"Rs. 3,500",5,Super product. සතියක් යන්නත් කලින් බඩු ගෙදරට ආවා. Display එකත් හොදයි. Watch එකේ band එකත් හොදයි. Home Screen style 6 කුත් තියනවා. ඉතින් මේ වගේ ගානකට මේක ගොඩාක් හොදයි. මුකුත් damage එහෙමත් නෑ,Super product. සතියක් යන්නත් කලින් බඩු ගෙදරට ආවා. Display එකත් හොදයි. Watch එකේ band එකත් හොදයි. Home Screen style 6 කුත් තියනවා. ඉතින් මේ වගේ ගානකට මේක ගොඩාක් හොදයි. මුකුත් damage එහෙමත් නෑ,,Pure_Sinhala,electronic
732,Smart Watch T800 Ultra 2024 New Series 8 Ultra Smart Watch Waterproof Sport Wireless n Charger,"Rs. 3,500",5,Supiriyak hithuwata wadaa godak hodai,සුපිරියක් හිතුවට වඩා ගොඩක් හොදි,,Sinhala_in_English,electronic
733,Smart Watch T800 Ultra 2024 New Series 8 Ultra Smart Watch Waterproof Sport Wireless n Charger,"Rs. 3,500",5,සුපිරියි ❤️❤️  ❤️‍🔥 දාලා දවස් 2න් ආවා,සුපිරියි ❤️❤️  ❤️‍🔥 දාලා දවස් 2න් ආවා,,Pure_Sinhala,electronic
734,Smart Watch T800 Ultra 2024 New Series 8 Ultra Smart Watch Waterproof Sport Wireless n Charger,"Rs. 3,500",5,hondatama watch eka wada karnawa😊. mama me store eken gaththa 2 weni watch eka.kalin gaththe t900 ekk. seller nam maarama friendly.onama message ekakata reply karanwa.oyalath baya nathuwa ganna. Highly recommended.🔥🔥🔥♥️,හොඳටම වට්ච් එක වැඩ කරනවා😊. මම මේ ස්ටෝරේ එකෙන් ගත්ත 2 වෙනි වට්ච් එක.කලින් ගත්තේ ත900 එකක්. සෙල්ලෙර් නම් මාරම ෆ්රිඑල්ය.ඕනෑම මෙස්සගේ එකකට රෙප්ල්ය් කරනවා.ඔයාලත් බය නැතුව ganna. Highly recommended.🔥🔥🔥♥️,,Sinhala_in_English,electronic
735,Smart Watch T800 Ultra 2024 New Series 8 Ultra Smart Watch Waterproof Sport Wireless n Charger,"Rs. 3,500",5,daraz tanks. super na hariyata hodana,දරළ් ටන්ක්ස්. සුපෙර් න හරියට හෝදන,,Sinhala_in_English,electronic
736,Smart Watch T800 Ultra 2024 New Series 8 Ultra Smart Watch Waterproof Sport Wireless n Charger,"Rs. 3,500",5,watch එකනම් සුපිරි.  බය නැතුව ගන්න.මම මේ seller recommend කරනවා 🤩🤩🤩 3 whithing days deliver,watch එකනම් සුපිරි.  බය නැතුව ගන්න.මම මේ seller recommend කරනවා 🤩🤩🤩 3 whithing days deliver,,Pure_Sinhala,electronic
737,Smart Watch T800 Ultra 2024 New Series 8 Ultra Smart Watch Waterproof Sport Wireless n Charger,"Rs. 3,500",5,ඇත්තටම ගොඩක් හොඳයි.  බය නැතිව ගන්න.,ඇත්තටම ගොඩක් හොඳයි.  බය නැතිව ගන්න.,,Pure_Sinhala,electronic
738,Smart Watch T800 Ultra 2024 New Series 8 Ultra Smart Watch Waterproof Sport Wireless n Charger,"Rs. 3,500",5,watch එක මම හිතන් හිටියට වඩා සුපිරි.function සෙරම වගෙ හොදට වැඩ කරනව.display එකත් ගොඩක් හොදයි. battery එක දවසක් දෙකක් විතර තමා හිටින්නෙ.ඒක අව්ලක් කියල කියන්න බැ.මෙ price එකට.මම මෙ seller ව  reccomond කරනවා 👍.,watch එක මම හිතන් හිටියට වඩා සුපිරි.function සෙරම වගෙ හොදට වැඩ කරනව.display එකත් ගොඩක් හොදයි. battery එක දවසක් දෙකක් විතර තමා හිටින්නෙ.ඒක අව්ලක් කියල කියන්න බැ.මෙ price එකට.මම මෙ seller ව  reccomond කරනවා 👍.,,Pure_Sinhala,electronic
739,Smart Watch T800 Ultra 2024 New Series 8 Ultra Smart Watch Waterproof Sport Wireless n Charger,"Rs. 3,500",5,බය නැතුව ගන්න මෙකනම් සුපිරියක් harshindu,බය නැතුව ගන්න මෙකනම් සුපිරියක් harshindu,,Pure_Sinhala,electronic
740,Smart Watch T800 Ultra 2024 New Series 8 Ultra Smart Watch Waterproof Sport Wireless n Charger,"Rs. 3,500",5,patta ගානට වටිනව පිස්සුවක් තමා ඩිලිවරි එකත් මරු දවස් දෙකෙන් ආව ❤️,patta ගානට වටිනව පිස්සුවක් තමා ඩිලිවරි එකත් මරු දවස් දෙකෙන් ආව ❤️,,Pure_Sinhala,electronic
741,Smart Watch T800 Ultra 2024 New Series 8 Ultra Smart Watch Waterproof Sport Wireless n Charger,"Rs. 3,500",5,ඔරලෝසුව හොඳම තත්වයේ තියෙනවා කිසිම අවුලක් නෑ බය නැතුව ඕඩර් කරන්න පුළුවන්. good colour . 2days battery life  superub,ඔරලෝසුව හොඳම තත්වයේ තියෙනවා කිසිම අවුලක් නෑ බය නැතුව ඕඩර් කරන්න පුළුවන්. good colour . 2days battery life  superub,,Pure_Sinhala,electronic
742,Smart Watch T800 Ultra 2024 New Series 8 Ultra Smart Watch Waterproof Sport Wireless n Charger,"Rs. 3,500",5,FAST DELIVERED AND GOOD PRODACT. ..,ෆස්ට් දෙලිවෙරෙඩ් ආණ්ඩ ගූඩ් ප්රෝදච්ට්. ..,,Sinhala_in_English,electronic
743,Smart Watch T800 Ultra 2024 New Series 8 Ultra Smart Watch Waterproof Sport Wireless n Charger,"Rs. 3,500",4,Ikmanata awa.... Deliver supiri 👌,ඉක්මනට අව.... දෙලිවෙර් සුපිරි 👌,,Sinhala_in_English,electronic
744,Smart Watch T800 Ultra 2024 New Series 8 Ultra Smart Watch Waterproof Sport Wireless n Charger,"Rs. 3,500",5,Good product Gewna gaanata supiriy,ගූඩ් ප්රෝදුච්ට් ගෙවන ගානට සුපිරිය්,,Sinhala_in_English,electronic
745,Smart Watch T800 Ultra 2024 New Series 8 Ultra Smart Watch Waterproof Sport Wireless n Charger,"Rs. 3,500",5,watch එකනම් සුපිරි thank you Daraz,watch එකනම් සුපිරි thank you Daraz,,Pure_Sinhala,electronic
746,Smart Watch T800 Ultra 2024 New Series 8 Ultra Smart Watch Waterproof Sport Wireless n Charger,"Rs. 3,500",5,mekanam godak hodai podakwath hirilawath thibune na.Highly recommended.,මේකනම් ගොඩක් හොදි පොදක්වත් හිරිලවත් තිබුනේ න.හිඝ්ල්ය් රෙචොම්මේන්දෙඩ්.,,Sinhala_in_English,electronic
747,Smart Watch T800 Ultra 2024 New Series 8 Ultra Smart Watch Waterproof Sport Wireless n Charger,"Rs. 3,500",5,පට්ට..කියන්න කිසිම අවුලක් නැ...ගානෙ විදියට මාරම වටිනො🔥,පට්ට..කියන්න කිසිම අවුලක් නැ...ගානෙ විදියට මාරම වටිනො🔥,,Pure_Sinhala,electronic
748,Smart Watch T800 Ultra 2024 New Series 8 Ultra Smart Watch Waterproof Sport Wireless n Charger,"Rs. 3,500",5,හැමෝම ගන්න ගානට වටිනවා...........,හැමෝම ගන්න ගානට වටිනවා...........,,Pure_Sinhala,electronic
749,Smart Watch T800 Ultra 2024 New Series 8 Ultra Smart Watch Waterproof Sport Wireless n Charger,"Rs. 3,500",5,මේක හොදටම තියෙනව කිසිම අවුලක් නෑ,මේක හොදටම තියෙනව කිසිම අවුලක් නෑ,,Pure_Sinhala,electronic
750,Smart Watch T800 Ultra 2024 New Series 8 Ultra Smart Watch Waterproof Sport Wireless n Charger,"Rs. 3,500",5,nicehwjeueueheehgsggsgsgwwgwgwgwg,නිකෙහ්ව්ජෙඋඑඋඑහෙඑහ්ග්ස්ග්ග්ස්ග්ස්ග්ව්ව්ග්ව්ග්ව්ග්ව්ග,,Sinhala_in_English,electronic
751,Smart Watch T800 Ultra 2024 New Series 8 Ultra Smart Watch Waterproof Sport Wireless n Charger,"Rs. 3,500",5,සුපිරි බය නැතිව ගන්න  හොදට වැඩ,සුපිරි බය නැතිව ගන්න  හොදට වැඩ,,Pure_Sinhala,electronic
752,Smart Watch T800 Ultra 2024 New Series 8 Ultra Smart Watch Waterproof Sport Wireless n Charger,"Rs. 3,500",5,#WIN . කියන්න කිසිම අව්ලක් නැ මම මේ ගත්තෙ තුන්වෙනි එක තුනෙම ප්‍රශ්නයක් නැහැ . තාම හොහොඳට තියෙනවා .මට නම් කියන්න තියෙන්නේ බයනැතුව ගන්න . හොඳට ම පැක් කරලා තිබුනා හීරීමක් වත් වෙලා නැහැ .මට මේ seller ව ගොඩක් ශුවර් . කියන්න තියෙන්නේ බයනැතුව ගන්න කියන්න එක විතරයි .මම නම් දිගටම මේකෙන් ගන්නේ...😍😘බය නැතුව ගන්න මෙයාලගෙ watch ගොඩක් හොඳයි,#WIN . කියන්න කිසිම අව්ලක් නැ මම මේ ගත්තෙ තුන්වෙනි එක තුනෙම ප්‍රශ්නයක් නැහැ . තාම හොහොඳට තියෙනවා .මට නම් කියන්න තියෙන්නේ බයනැතුව ගන්න . හොඳට ම පැක් කරලා තිබුනා හීරීමක් වත් වෙලා නැහැ .මට මේ seller ව ගොඩක් ශුවර් . කියන්න තියෙන්නේ බයනැතුව ගන්න කියන්න එක විතරයි .මම නම් දිගටම මේකෙන් ගන්නේ...😍😘බය නැතුව ගන්න මෙයාලගෙ watch ගොඩක් හොඳයි,,Pure_Sinhala,electronic
753,Smart Watch T800 Ultra 2024 New Series 8 Ultra Smart Watch Waterproof Sport Wireless n Charger,"Rs. 3,500",5,ගානෙ හැටියටනම් සුපිරි බඩුවක් තමයි...... ඔයාලත් අරන් බලන්න.....👍👍,ගානෙ හැටියටනම් සුපිරි බඩුවක් තමයි...... ඔයාලත් අරන් බලන්න.....👍👍,,Pure_Sinhala,electronic
754,Smart Watch T800 Ultra 2024 New Series 8 Ultra Smart Watch Waterproof Sport Wireless n Charger,"Rs. 3,500",5,මේකනම් සුපිරියක් බය නැතුව ගන්න,මේකනම් සුපිරියක් බය නැතුව ගන්න,,Pure_Sinhala,electronic
755,Smart Watch T800 Ultra 2024 New Series 8 Ultra Smart Watch Waterproof Sport Wireless n Charger,"Rs. 3,500",5,එක මුරු දවස් දෙකෙන් ගෙදරට අවා  Diply Colity එකත් හොදයි  Tach එකත් හොදයි මේ ගනට මෙක හොටම හොදයි,එක මුරු දවස් දෙකෙන් ගෙදරට අවා  Diply Colity එකත් හොදයි  Tach එකත් හොදයි මේ ගනට මෙක හොටම හොදයි,,Pure_Sinhala,electronic
756,Smart Watch T800 Ultra 2024 New Series 8 Ultra Smart Watch Waterproof Sport Wireless n Charger,"Rs. 3,500",5,supirima watch ekk .   #win#,සුපිරිම වට්ච් එකක් .   #වින්#,,Sinhala_in_English,electronic
757,Smart Watch T800 Ultra 2024 New Series 8 Ultra Smart Watch Waterproof Sport Wireless n Charger,"Rs. 3,500",5,මාරම හොදයි .මම හිතුවෙ නැ මෙච්චර හොද වොච් එකක් කියලා.බය නැතුව ගන්න ඔයාලත්,මාරම හොදයි .මම හිතුවෙ නැ මෙච්චර හොද වොච් එකක් කියලා.බය නැතුව ගන්න ඔයාලත්,,Pure_Sinhala,electronic
758,Smart Watch T800 Ultra 2024 New Series 8 Ultra Smart Watch Waterproof Sport Wireless n Charger,"Rs. 3,500",5,ගානෙ හැටියට පාඩුවක් නෑ. T800 සද්දෙ ටිකක් මදි. ඒත් අව්ලක් නෑ. බය නැතුව ගන්න.,ගානෙ හැටියට පාඩුවක් නෑ. T800 සද්දෙ ටිකක් මදි. ඒත් අව්ලක් නෑ. බය නැතුව ගන්න.,,Pure_Sinhala,electronic
759,Smart Watch T800 Ultra 2024 New Series 8 Ultra Smart Watch Waterproof Sport Wireless n Charger,"Rs. 3,500",5,oi elluwa orenj awa Blake,ඔඉ එල්ලුව ඔරේන්ජ් අව බ්ලකේ,,Sinhala_in_English,electronic
760,Smart Watch T800 Ultra 2024 New Series 8 Ultra Smart Watch Waterproof Sport Wireless n Charger,"Rs. 3,500",5,හොදය් අව්ලක් නැ 👍👍🌹🥰😁,හොදය් අව්ලක් නැ 👍👍🌹🥰😁,,Pure_Sinhala,electronic
761,Smart Watch T800 Ultra 2024 New Series 8 Ultra Smart Watch Waterproof Sport Wireless n Charger,"Rs. 3,500",5,#win Product eka niyamai🤗.baya nathuwa ganna ona kenek.seller godak hodai msg walata reply karanawa.fast delivery.No damage,#වින් ප්රෝදුච්ට් එක නියමි🤗.බය නැතුව ගන්න ඕන කෙනෙක්.සෙල්ලෙර් ගොඩක් හොදි මස් වලට රෙප්ල්ය් කරනවා.ෆස්ට් දෙලිවෙර්ය්.නො දමාගෙ,,Sinhala_in_English,electronic
