sentence_id,product_name,price,rating,review,cleaned_review,aspect_sentiment_annotation,review_type,category
93,Roushun 99% Aloe Vera Soothing Gel Face Moisturizer - 300ml,"Rs. 1,600",5,"මේකේ කොලිටිය ගොඩක් හොඳයි, මගේ රූපලාවන්‍ය වැඩ (beauty work) වලට ලොකු පහසුවක්. තැන්ක් යූ.","මේකේ කොලිටිය ගොඩක් හොඳයි, මගේ රූපලාවන්‍ය වැඩ (beauty work) වලට ලොකු පහසුවක්. තැන්ක් යූ.","{
('කොලිටිය', 'Product Quality', 'ගොඩක් හොඳයි', positive),
(NULL, 'Overall Satisfaction', 'ලොකු පහසුවක්', positive)
}",Pure_Sinhala,skincare
94,Roushun 99% Aloe Vera Soothing Gel Face Moisturizer - 300ml,"Rs. 1,600",5,"බාණ්ඩේ ගොඩක් හොඳයි, ගාණත් සාධාරණයි, ඩිලිවරිත් පට්ට ස්පීඩ්. මේක ඔරිජිනල් බ්‍රෑන්ඩ් එකේ ප්‍රොඩක්ට් එකක්.","බාණ්ඩේ ගොඩක් හොඳයි, ගාණත් සාධාරණයි, ඩිලිවරිත් පට්ට ස්පීඩ්. මේක ඔරිජිනල් බ්‍රෑන්ඩ් එකේ ප්‍රොඩක්ට් එකක්.","{
('බාණ්ඩේ', 'Product Quality', 'ගොඩක් හොඳයි', positive),
('ගාණත්', 'Price / Value for Money', 'සාධාරණයි', positive),
('ඩිලිවරිත්', 'Delivery Speed', 'පට්ට ස්පීඩ්', positive),
('ප්‍රොඩක්ට් එකක්', 'Authenticity', 'ඔරිජිනල් බ්‍රෑන්ඩ් එකේ', positive)
}",Pure_Sinhala,skincare
95,Roushun 99% Aloe Vera Soothing Gel Face Moisturizer - 300ml,"Rs. 1,600",5,"හොඳ ප්‍රොඩක්ට් එකක්, මම මේකට ගොඩක් කැමතියි. මූණේ තියෙන කුරුලෑ වලටයි, කුරුලෑ ලප වලටයි මේක මරු","හොඳ ප්‍රොඩක්ට් එකක්, මම මේකට ගොඩක් කැමතියි. මූණේ තියෙන කුරුලෑ වලටයි, කුරුලෑ ලප වලටයි මේක මරු","{
('ප්‍රොඩක්ට් එකක්', 'Product Quality', 'හොඳ', positive),
('කුරුලෑ වලටයි, කුරුලෑ ලප වලටයි', 'Breakout / Acne Impact', 'මේක මරු', positive)
}",Pure_Sinhala,skincare
96,Roushun 99% Aloe Vera Soothing Gel Face Moisturizer - 300ml,"Rs. 1,600",1,මේ මං daraz එකෙන් Roushun alogel එක ගත්ත දෙවෙනි පාර. පලවෙනි පාර original එකම ආව නිසා මම ආපහු alo gel 3ක් ම order කරා ඊලගට😪. ඒ මේ sellerගෙන්. මුලින්ම කියන්න ඕන මේකෙ තිබ්බ ratings නිසාමයි මේ shop එකෙන් order කරේ🤕. මාරම ජරාවක්🤮. මේක fake. Fake. Fake. Fake. Fake. Fake. Fake.....😥 සුවඳ පවා වෙනස්. Air bubles නම් ඇත්තෙම නෑ. දැක්ක ගමන් හොඳටම තේරෙනවා fake කියලා. ඝණ ගතිය වැඩියි. Jelly එකක් වගේ. Container එකත් පොඩ්ඩක් වෙනස්. ඒ නිසා මේ වගේ දෙයක් ගන්නකොට පරිස්සමින්. අපි රැවටෙනවා. Reviews වල හොඳට බලන්න bubles තියෙන original එකමද මේ කියලා...🤕  Return &  refund  request කරා. Accept කරයිද දන්නෑ😓   Edited: Refund එක නම් accept කරලා හැබැයි😌,මේ මං daraz එකෙන් Roushun alogel එක ගත්ත දෙවෙනි පාර. පලවෙනි පාර original එකම ආව නිසා මම ආපහු alo gel 3ක් ම order කරා ඊලගට😪. ඒ මේ sellerගෙන්. මුලින්ම කියන්න ඕන මේකෙ තිබ්බ ratings නිසාමයි මේ shop එකෙන් order කරේ🤕. මාරම ජරාවක්🤮. මේක fake. Fake. Fake. Fake. Fake. Fake. Fake.....😥 සුවඳ පවා වෙනස්. Air bubles නම් ඇත්තෙම නෑ. දැක්ක ගමන් හොඳටම තේරෙනවා fake කියලා. ඝණ ගතිය වැඩියි. Jelly එකක් වගේ. Container එකත් පොඩ්ඩක් වෙනස්. ඒ නිසා මේ වගේ දෙයක් ගන්නකොට පරිස්සමින්. අපි රැවටෙනවා. Reviews වල හොඳට බලන්න bubles තියෙන original එකමද මේ කියලා...🤕  Return &  refund  request කරා. Accept කරයිද දන්නෑ😓   Edited: Refund එක නම් accept කරලා හැබැයි😌,"{
(NULL, 'Authenticity', 'මේක fake', negative),
('සුවඳ', 'Scent / Fragrance', 'වෙනස්', negative),
('Air bubles', 'Product Quality', 'ඇත්තෙම නෑ', negative),
('ගතිය', 'Texture / Feel', 'ඝණ ගතිය වැඩියි', negative),
('Jelly එකක් වගේ', 'Texture / Feel', 'ඝණ ගතිය වැඩියි', negative),
('Container එකත්', 'Packaging Quality', 'පොඩ්ඩක් වෙනස්', negative),
('Refund එක', 'Overall Satisfaction', 'accept කරලා', positive)
}",Pure_Sinhala,skincare
97,Roushun 99% Aloe Vera Soothing Gel Face Moisturizer - 300ml,"Rs. 1,600",5,"සුපිරිම මොයිස්චරයිසර් එකක්. පැකින් එකත් ගොඩක් හොඳයි, ඩිලිවරිත් ස්පීඩ්. මම මේ ප්‍රොඩක්ට් එකට මාරම ආසයි.","සුපිරිම මොයිස්චරයිසර් එකක්. පැකින් එකත් ගොඩක් හොඳයි, ඩිලිවරිත් ස්පීඩ්. මම මේ ප්‍රොඩක්ට් එකට මාරම ආසයි.","{
('මොයිස්චරයිසර් එකක්', 'Moisturizing / Hydration', 'සුපිරිම', positive),
('පැකින් එකත්', 'Packaging Quality', 'ගොඩක් හොඳයි', positive),
('ඩිලිවරිත්', 'Delivery Speed', 'ස්පීඩ්', positive)
}",Pure_Sinhala,skincare
98,Roushun 99% Aloe Vera Soothing Gel Face Moisturizer - 300ml,"Rs. 1,600",5,හොදයි නමුත් වතුර වගේ නිසා පොඩ්ඩක් අවුල් recommend selle fast shipping,හොදයි නමුත් වතුර වගේ නිසා පොඩ්ඩක් අවුල් recommend selle fast shipping,"{
(NULL, 'Product Quality', 'හොදයි', positive),
(NULL, 'Texture / Feel', 'වතුර වගේ නිසා පොඩ්ඩක් අවුල්', negative),
('shipping', 'Delivery Speed', 'fast', positive)
}",Pure_Sinhala,skincare
99,Roushun 99% Aloe Vera Soothing Gel Face Moisturizer - 300ml,"Rs. 1,600",5,බාණ්ඩේ කිසිම අවුලක් නැතුව හොඳට ලැබුණා. බැලූ බැල්මටම මේක ඔරිජිනල් ප්‍රොඩක්ට් එකක් වගේ,බාණ්ඩේ කිසිම අවුලක් නැතුව හොඳට ලැබුණා. බැලූ බැල්මටම මේක ඔරිජිනල් ප්‍රොඩක්ට් එකක් වගේ,"{
(NULL, 'Delivery Condition', 'කිසිම අවුලක් නැතුව හොඳට ලැබුණා', positive),
('ප්‍රොඩක්ට් එකක්', 'Authenticity', 'ඔරිජිනල්... වගේ', positive)
}",Pure_Sinhala,skincare
100,Roushun 99% Aloe Vera Soothing Gel Face Moisturizer - 300ml,"Rs. 1,600",5,මගේ තුන්වෙනි ජෙල් එක හොදටමහොදයි.❤️ fast delivery thank you Daraz ❤️,මගේ තුන්වෙනි ජෙල් එක හොදටමහොදයි.❤️ fast delivery thank you Daraz ❤️,"{
(NULL, 'Product Quality', 'හොදටමහොදයි', positive),
('delivery', 'Delivery Speed', 'fast', positive),
(NULL, 'Overall Satisfaction', 'thank you Daraz', positive)
}",Pure_Sinhala,skincare
101,Roushun 99% Aloe Vera Soothing Gel Face Moisturizer - 300ml,"Rs. 1,600",5,"සුවඳ නම් මරු, හැබැයි ආවේ ඩොක්ටර් රෂෙල් එකක්. මම ඕඩර් කරපු එක නෙවෙයි මේක.","සුවඳ නම් මරු, හැබැයි ආවේ ඩොක්ටර් රෂෙල් එකක්. මම ඕඩර් කරපු එක නෙවෙයි මේක.","{
('සුවඳ', 'Scent / Fragrance', 'මරු', positive),
(NULL, 'Authenticity', 'ආවේ ඩොක්ටර් රෂෙල් එකක්', negative),
(NULL, 'Authenticity', 'මම ඕඩර් කරපු එක නෙවෙයි', negative)
}",Pure_Sinhala,skincare
102,Roushun 99% Aloe Vera Soothing Gel Face Moisturizer - 300ml,"Rs. 1,600",4,"ඩිලිවරි පට්ට ස්පීඩ්, පැකින් එකත් ගොඩක් හොඳයි. සෙලර්ටයි ඩිලිවරි කරපු කෙනාටයි තැන්ක්ස්.","ඩිලිවරි පට්ට ස්පීඩ්, පැකින් එකත් ගොඩක් හොඳයි. සෙලර්ටයි ඩිලිවරි කරපු කෙනාටයි තැන්ක්ස්.","{
('ඩිලිවරි', 'Delivery Speed', 'පට්ට ස්පීඩ්', positive),
('පැකින් එකත්', 'Packaging Quality', 'ගොඩක් හොඳයි', positive),
(NULL, 'Overall Satisfaction', 'සෙලර්ටයි ඩිලිවරි කරපු කෙනාටයි තැන්ක්ස්', positive)
}",Pure_Sinhala,skincare
103,Roushun 99% Aloe Vera Soothing Gel Face Moisturizer - 300ml,"Rs. 1,600",5,ඉක්මනින් ආවා ඕඩර් එක...මගේ දෙවනි ඕඩර් එක....thank u daraz.....,ඉක්මනින් ආවා ඕඩර් එක...මගේ දෙවනි ඕඩර් එක....thank u daraz.....,"{
('ඕඩර් එක', 'Delivery Speed', 'ඉක්මනින් ආවා', positive),
(NULL, 'Overall Satisfaction', 'thank u daraz', positive)
}",Pure_Sinhala,skincare
104,Roushun 99% Aloe Vera Soothing Gel Face Moisturizer - 300ml,"Rs. 1,600",5,පැකින් එක සුපිරි. බඩු ඉක්මනටම ආවා. විස්තරේ තිබුණ විදිහටම නියම බාණ්ඩේ.,පැකින් එක සුපිරි. බඩු ඉක්මනටම ආවා. විස්තරේ තිබුණ විදිහටම නියම බාණ්ඩේ.,"{
('පැකින් එක', 'Packaging Quality', 'සුපිරි', positive),
('බඩු', 'Delivery Speed', 'ඉක්මනටම ආවා', positive),
('බාණ්ඩේ', 'Authenticity', 'විස්තරේ තිබුණ විදිහටම නියම', positive)
}",Pure_Sinhala,skincare
105,Roushun 99% Aloe Vera Soothing Gel Face Moisturizer - 300ml,"Rs. 1,600",1,"මම ඕඩර් කළේ රූෂාන් 300ml එකක්, ඒත් මට එවලා තියෙන්නේ ඩොක්ටර් රෂෙල් 250mg එකක්.","මම ඕඩර් කළේ රූෂාන් 300ml එකක්, ඒත් මට එවලා තියෙන්නේ ඩොක්ටර් රෂෙල් 250mg එකක්.","{
(NULL, 'Authenticity', 'මම ඕඩර් කළේ රූෂාන්... ඒත් මට එවලා තියෙන්නේ ඩොක්ටර් රෂෙල්', negative),
(NULL, 'Product Quality', '300ml එකක්... 250mg එකක්', negative)
}",Pure_Sinhala,skincare
106,Roushun 99% Aloe Vera Soothing Gel Face Moisturizer - 300ml,"Rs. 1,600",5,හැමදේම ගොඩක් හොඳයි. මට මාරම සතුටුයි මේ ගැන. ගොඩක් තැන්ක්ස්.,හැමදේම ගොඩක් හොඳයි. මට මාරම සතුටුයි මේ ගැන. ගොඩක් තැන්ක්ස්.,"{
(NULL, 'Overall Satisfaction', 'හැමදේම ගොඩක් හොඳයි', positive),
(NULL, 'Overall Satisfaction', 'මට මාරම සතුටුයි', positive),
(NULL, 'Overall Satisfaction', 'ගොඩක් තැන්ක්ස්', positive)
}",Pure_Sinhala,skincare
107,Roushun 99% Aloe Vera Soothing Gel Face Moisturizer - 300ml,"Rs. 1,600",5,"ඩිලිවරි පට්ට ස්පීඩ් ❤️. බඩුත් සුපිරි ❤️☺️☺️☺️. තැන්ක් යූ දරාස්, තැන්ක් යූ සෙලර්.","ඩිලිවරි පට්ට ස්පීඩ් ❤️. බඩුත් සුපිරි ❤️☺️☺️☺️. තැන්ක් යූ දරාස්, තැන්ක් යූ සෙලර්.","{
('ඩිලිවරි', 'Delivery Speed', 'පට්ට ස්පීඩ්', positive),
('බඩුත්', 'Product Quality', 'සුපිරි', positive),
(NULL, 'Overall Satisfaction', 'තැන්ක් යූ දරාස්, තැන්ක් යූ සෙලර්', positive)
}",Pure_Sinhala,skincare
108,Roushun 99% Aloe Vera Soothing Gel Face Moisturizer - 300ml,"Rs. 1,600",2,ෆොටෝ එකේ තියෙන එක  නෙමෙඉ එවල තියෙන්නේ. චීන එකක්,ෆොටෝ එකේ තියෙන එක  නෙමෙඉ එවල තියෙන්නේ. චීන එකක්,"{
(NULL, 'Authenticity', 'ෆොටෝ එකේ තියෙන එක නෙමෙඉ එවල තියෙන්නේ', negative),
(NULL, 'Authenticity', 'චීන එකක්', negative)
}",Pure_Sinhala,skincare
109,Roushun 99% Aloe Vera Soothing Gel Face Moisturizer - 300ml,"Rs. 1,600",5,මේක නම් ඔර්ජිනල් product එකක්. හැමෝම ගන්න වටිනවා මේක.,මේක නම් ඔර්ජිනල් product එකක්. හැමෝම ගන්න වටිනවා මේක.,"{
('product එකක්', 'Authenticity', 'ඔර්ජිනල්', positive),
(NULL, 'Overall Satisfaction', 'හැමෝම ගන්න වටිනවා', positive)
}",Pure_Sinhala,skincare
110,Roushun 99% Aloe Vera Soothing Gel Face Moisturizer - 300ml,"Rs. 1,600",5,"මේකේ සයිස් එකට මම මාරම ආසයි, ඒ වගේම මේක ගෑවම හමට මාරම රිලැක්ස් එකක් දැනෙන්නේ.","මේකේ සයිස් එකට මම මාරම ආසයි, ඒ වගේම මේක ගෑවම හමට මාරම රිලැක්ස් එකක් දැනෙන්නේ.","{
('සයිස් එකට', 'Product Quality', 'මාරම ආසයි', positive),
('හමට', 'Comfort on Skin', 'මාරම රිලැක්ස් එකක් දැනෙන්නේ', positive)
}",Pure_Sinhala,skincare
111,Roushun 99% Aloe Vera Soothing Gel Face Moisturizer - 300ml,"Rs. 1,600",5,පැකින් එක සුපිරි. ඩිලිවරි එකත් ලස්සනට කෙරුණා. මම මේකට මාරම ආසයි. 😍,පැකින් එක සුපිරි. ඩිලිවරි එකත් ලස්සනට කෙරුණා. මම මේකට මාරම ආසයි. 😍,"{
('පැකින් එක', 'Packaging Quality', 'සුපිරි', positive),
('ඩිලිවරි එකත්', 'Delivery Condition', 'ලස්සනට කෙරුණා', positive),
(NULL, 'Overall Satisfaction', 'මාරම ආසයි', positive)
}",Pure_Sinhala,skincare
112,Roushun 99% Aloe Vera Soothing Gel Face Moisturizer - 300ml,"Rs. 1,600",5,"මම ඕඩර් කළේ ඇලෝවේරා ජෙල් එකක්, ඒත් මට එවලා තියෙන්නේ බ්ලැක් මාස්ක් එකක්.","මම ඕඩර් කළේ ඇලෝවේරා ජෙල් එකක්, ඒත් මට එවලා තියෙන්නේ බ්ලැක් මාස්ක් එකක්.","{
(NULL, 'Authenticity', 'ඕඩර් කළේ ඇලෝවේරා ජෙල් එකක්, ඒත් මට එවලා තියෙන්නේ බ්ලැක් මාස්ක් එකක්', negative)
}",Pure_Sinhala,skincare
113,Roushun 99% Aloe Vera Soothing Gel Face Moisturizer - 300ml,"Rs. 1,600",4,පැකින් එක නම් එච්චරම සේෆ් නැහැ. හැබැයි වෙලාවටම බඩු ටික ලැබුණා.,පැකින් එක නම් එච්චරම සේෆ් නැහැ. හැබැයි වෙලාවටම බඩු ටික ලැබුණා.,"{
('පැකින් එක', 'Packaging Quality', 'එච්චරම සේෆ් නැහැ', negative),
('බඩු ටික', 'Delivery Speed', 'වෙලාවටම... ලැබුණා', positive)
}",Pure_Sinhala,skincare
114,Roushun 99% Aloe Vera Soothing Gel Face Moisturizer - 300ml,"Rs. 1,600",5,පැකින් එක හොඳයි වගේම කිසිම හානියක් නැතුව බඩු ටික ලැබුණා.,පැකින් එක හොඳයි වගේම කිසිම හානියක් නැතුව බඩු ටික ලැබුණා.,"('පැකින් එක', 'Packaging Quality', 'හොඳයි', positive),
('බඩු ටික', 'Delivery Condition', 'කිසිම හානියක් නැතුව... ලැබුණා', positive)
}",Pure_Sinhala,skincare
115,Roushun 99% Aloe Vera Soothing Gel Face Moisturizer - 300ml,"Rs. 1,600",5,සුපිරි ප්‍රොඩක්ට් එකක්. සෙලර්ගේ වැඩත් මරු. ඉක්මනින්ම ඩිලිවරි කරපු එකට ගොඩක් ස්තූතියි Daraz. නියමයි!,සුපිරි ප්‍රොඩක්ට් එකක්. සෙලර්ගේ වැඩත් මරු. ඉක්මනින්ම ඩිලිවරි කරපු එකට ගොඩක් ස්තූතියි Daraz. නියමයි!,"{
('ප්‍රොඩක්ට් එකක්', 'Product Quality', 'සුපිරි', positive),
('සෙලර්ගේ වැඩත්', 'Overall Satisfaction', 'මරු', positive),
('ඩිලිවරි කරපු එකට', 'Delivery Speed', 'ඉක්මනින්ම', positive),
(NULL, 'Overall Satisfaction', 'ගොඩක් ස්තූතියි Daraz. නියමයි!', positive)
}",Pure_Sinhala,skincare
116,Roushun 99% Aloe Vera Soothing Gel Face Moisturizer - 300ml,"Rs. 1,600",5,"ප්‍රොඩක්ට් එකත් හොඳයි, පැකින් එකත් ගොඩක් හොඳයි.","ප්‍රොඩක්ට් එකත් හොඳයි, පැකින් එකත් ගොඩක් හොඳයි.","{
('ප්‍රොඩක්ට් එකත්', 'Product Quality', 'හොඳයි', positive),
('පැකින් එකත්', 'Packaging Quality', 'ගොඩක් හොඳයි', positive)
}",Pure_Sinhala,skincare
117,Roushun 99% Aloe Vera Soothing Gel Face Moisturizer - 300ml,"Rs. 1,600",5,"කොලිටියත් හොඳයි, පැකින් එකත් සුපිරි. ගෙවන ගාණට බාණ්ඩේ මාරම වටිනවා.","කොලිටියත් හොඳයි, පැකින් එකත් සුපිරි. ගෙවන ගාණට බාණ්ඩේ මාරම වටිනවා.","{
('කොලිටියත්', 'Product Quality', 'හොඳයි', positive),
('පැකින් එකත්', 'Packaging Quality', 'සුපිරි', positive),
('බාණ්ඩේ', 'Price / Value for Money', 'ගෙවන ගාණට... මාරම වටිනවා', positive)
}",Pure_Sinhala,skincare
118,Roushun 99% Aloe Vera Soothing Gel Face Moisturizer - 300ml,"Rs. 1,600",5,"හොඳයි, සුවඳත් මරු.","හොඳයි, සුවඳත් මරු.","{
(NULL, 'Product Quality', 'හොඳයි', positive),
('සුවඳත්', 'Scent / Fragrance', 'මරු', positive)
}",Pure_Sinhala,skincare
119,Roushun 99% Aloe Vera Soothing Gel Face Moisturizer - 300ml,"Rs. 1,600",5,කොලිටිය හොඳයි. ඉක්මනටම ඩිලිවරි කළා. තැන්ක් යූ දරාස්.,කොලිටිය හොඳයි. ඉක්මනටම ඩිලිවරි කළා. තැන්ක් යූ දරාස්.,"{
('කොලිටිය', 'Product Quality', 'හොඳයි', positive),
(NULL, 'Delivery Speed', 'ඉක්මනටම ඩිලිවරි කළා', positive),
(NULL, 'Overall Satisfaction', 'තැන්ක් යූ දරාස්', positive)
}",Pure_Sinhala,skincare
120,Roushun 99% Aloe Vera Soothing Gel Face Moisturizer - 300ml,"Rs. 1,600",5,කඩවල් වලට වඩා ගොඩක් ලාභයි. ප්‍රොඩක්ට් එකත් හොඳයි.,කඩවල් වලට වඩා ගොඩක් ලාභයි. ප්‍රොඩක්ට් එකත් හොඳයි.,"{
(NULL, 'Price / Value for Money', 'කඩවල් වලට වඩා ගොඩක් ලාභයි', positive),
('ප්‍රොඩක්ට් එකත්', 'Product Quality', 'හොඳයි', positive)
}",Pure_Sinhala,skincare
121,Roushun 99% Aloe Vera Soothing Gel Face Moisturizer - 300ml,"Rs. 1,600",5,පොටෝ වල තොයන එක න්මියි එවල තියෙන්නේ,පොටෝ වල තොයන එක න්මියි එවල තියෙන්නේ,"{
(NULL, 'Authenticity', 'පොටෝ වල තොයන එක න්මියි එවල තියෙන්නේ', negative)
}",Pure_Sinhala,skincare
122,Roushun 99% Aloe Vera Soothing Gel Face Moisturizer - 300ml,"Rs. 1,600",5,හොදි නමුත් ජෙල් කොටසල් හෙලිලා සේෆ්ට්ය් මදි,හොදි නමුත් ජෙල් කොටසල් හෙලිලා සේෆ්ට්ය් මදි,"{
(NULL, 'Product Quality', 'හොදි', positive),
('ජෙල් කොටසල්', 'Delivery Condition', 'හෙලිලා', negative),
('සේෆ්ට්ය්', 'Packaging Quality', 'මදි', negative)
}",Pure_Sinhala,skincare
123,Roushun 99% Aloe Vera Soothing Gel Face Moisturizer - 300ml,"Rs. 1,600",4,අවුලක් නැහ්.ඒ ගානට වටිනවා...,අවුලක් නැහ්.ඒ ගානට වටිනවා...,"{
(NULL, 'Overall Satisfaction', 'අවුලක් නැහ්', positive),
(NULL, 'Price / Value for Money', 'ඒ ගානට වටිනවා', positive)
}",Pure_Sinhala,skincare
124,Roushun 99% Aloe Vera Soothing Gel Face Moisturizer - 300ml,"Rs. 1,600",5,"ප්‍රොඩක්ට් එකේ කොලිටිය හොඳයි, කිසිම කරදරයක් නැතුව හොඳට බඩු ටික ලැබුණා.","ප්‍රොඩක්ට් එකේ කොලිටිය හොඳයි, කිසිම කරදරයක් නැතුව හොඳට බඩු ටික ලැබුණා.","{
('ප්‍රොඩක්ට් එකේ කොලිටිය', 'Product Quality', 'හොඳයි', positive),
('බඩු ටික', 'Delivery Condition', 'කිසිම කරදරයක් නැතුව හොඳට... ලැබුණා', positive)
}",Pure_Sinhala,skincare
125,Roushun 99% Aloe Vera Soothing Gel Face Moisturizer - 300ml,"Rs. 1,600",5,ඩිලිවරි පට්ට ස්පීඩ් 🔥. පැකින් එකත් සුපිරි ❤️‍🩹. ගෙවන ගාණට උපරිම වටිනවා 💯.,ඩිලිවරි පට්ට ස්පීඩ් 🔥. පැකින් එකත් සුපිරි ❤️‍🩹. ගෙවන ගාණට උපරිම වටිනවා 💯.,"{
('ඩිලිවරි', 'Delivery Speed', 'පට්ට ස්පීඩ්', positive),
('පැකින් එකත්', 'Packaging Quality', 'සුපිරි', positive),
(NULL, 'Price / Value for Money', 'ගෙවන ගාණට උපරිම වටිනවා', positive)
}",Pure_Sinhala,skincare
126,Roushun 99% Aloe Vera Soothing Gel Face Moisturizer - 300ml,"Rs. 1,600",5,ඔර්දෙරෙඩ් 7ථ් ඔර 8ථ් ඕනේ . තැනක් යෞ. 🙂,ඔර්දෙරෙඩ් 7ථ් ඔර 8ථ් ඕනේ . තැනක් යෞ. 🙂,"{
(NULL, 'Overall Satisfaction', 'තැනක් යෞ', positive)
}",Pure_Sinhala,skincare
127,Roushun 99% Aloe Vera Soothing Gel Face Moisturizer - 300ml,"Rs. 1,600",5,ඉක්මනටම ලැබුන.. ථංක්ක  සෝ මුච්..,ඉක්මනටම ලැබුන.. ථංක්ක  සෝ මුච්..,"{
(NULL, 'Delivery Speed', 'ඉක්මනටම ලැබුන', positive),
(NULL, 'Overall Satisfaction', 'ථංක්ක සෝ මුච්', positive
}",Pure_Sinhala,skincare
128,Roushun 99% Aloe Vera Soothing Gel Face Moisturizer - 300ml,"Rs. 1,600",5,ඇත්තටම හොද නිශ්පාදනයක්. ඉක්මනට ලැබුනා,ඇත්තටම හොද නිශ්පාදනයක්. ඉක්මනට ලැබුනා,"{
('නිශ්පාදනයක්', 'Product Quality', 'ඇත්තටම හොද', positive),
(NULL, 'Delivery Speed', 'ඉක්මනට ලැබුනා', positive)
}",Pure_Sinhala,skincare
129,Roushun 99% Aloe Vera Soothing Gel Face Moisturizer - 300ml,"Rs. 1,600",5,හොඳ ප්‍රොඩක්ට් එකක්. පැකින් සුපිරි. කිසිම ඩැමේජ් එකක් නැහැ.,හොඳ ප්‍රොඩක්ට් එකක්. පැකින් සුපිරි. කිසිම ඩැමේජ් එකක් නැහැ.,"{
('ප්‍රොඩක්ට් එකක්', 'Product Quality', 'හොඳ', positive),
('පැකින්', 'Packaging Quality', 'සුපිරි', positive),
(NULL, 'Delivery Condition', 'කිසිම ඩැමේජ් එකක් නැහැ', positive)
}",Pure_Sinhala,skincare
130,Roushun 99% Aloe Vera Soothing Gel Face Moisturizer - 300ml,"Rs. 1,600",5,"වාව්.. ලස්සනයි, සොෆ්ට් වගේම මාර කම්ෆටබල් ප්‍රොඩක්ට් එකක්... තැන්ක් යූ දරාස්.","වාව්.. ලස්සනයි, සොෆ්ට් වගේම මාර කම්ෆටබල් ප්‍රොඩක්ට් එකක්... තැන්ක් යූ දරාස්.","{
(NULL, 'Overall Satisfaction', 'වාව්.. ලස්සනයි', positive),
(NULL, 'Texture / Feel', 'සොෆ්ට්', positive),
('ප්‍රොඩක්ට් එකක්', 'Comfort on Skin', 'මාර කම්ෆටබල්', positive),
(NULL, 'Overall Satisfaction', 'තැන්ක් යූ දරාස්', positive)
}",Pure_Sinhala,skincare
131,Roushun 99% Aloe Vera Soothing Gel Face Moisturizer - 300ml,"Rs. 1,600",5,මේක හොඳයි. මම දිගටම පාවිච්චි කරනවා.,මේක හොඳයි. මම දිගටම පාවිච්චි කරනවා.,"{
(NULL, 'Product Quality', 'මේක හොඳයි', positive),
(NULL, 'Overall Satisfaction', 'මම දිගටම පාවිච්චි කරනවා', positive)
}",Pure_Sinhala,skincare
132,Roushun 99% Aloe Vera Soothing Gel Face Moisturizer - 300ml,"Rs. 1,600",5,"ග්‍රේට්! මම මේකට ආසයි, ඩිස්කවුන්ට්ස් ලැබුණ එකත් මරු. ","ග්‍රේට්! මම මේකට ආසයි, ඩිස්කවුන්ට්ස් ලැබුණ එකත් මරු. ","{
(NULL, 'Overall Satisfaction', 'ග්‍රේට්! මම මේකට ආසයි', positive),
('ඩිස්කවුන්ට්ස්', 'Price / Value for Money', 'ලැබුණ එකත් මරු', positive)
}",Pure_Sinhala,skincare
133,Roushun 99% Aloe Vera Soothing Gel Face Moisturizer - 300ml,"Rs. 1,600",5,තැන්ක් යූ සෝ මච්,තැන්ක් යූ සෝ මච්,"{
(NULL, 'Overall Satisfaction', 'තැන්ක් යූ සෝ මච්', positive)
}",Pure_Sinhala,skincare
134,Roushun 99% Aloe Vera Soothing Gel Face Moisturizer - 300ml,"Rs. 1,600",5,එක්සලන්ට්... හොඳයි. ඉක්මනටම ඩිලිවරි කළා. පැකින් එකත් හොඳයි,එක්සලන්ට්... හොඳයි. ඉක්මනටම ඩිලිවරි කළා. පැකින් එකත් හොඳයි,"{
(NULL, 'Overall Satisfaction', 'එක්සලන්ට්... හොඳයි', positive),
(NULL, 'Delivery Speed', 'ඉක්මනටම ඩිලිවරි කළා', positive),
('පැකින් එකත්', 'Packaging Quality', 'හොඳයි', positive)
}",Pure_Sinhala,skincare
135,Roushun 99% Aloe Vera Soothing Gel Face Moisturizer - 300ml,"Rs. 1,600",5,ගූඩ් පච්කින්ග්,ගූඩ් පච්කින්ග්,"{
('පච්කින්ග්', 'Packaging Quality', 'ගූඩ්', positive)
}",Pure_Sinhala,skincare
136,Roushun 99% Aloe Vera Soothing Gel Face Moisturizer - 300ml,"Rs. 1,600",5,දවසින් ආව oder එක❤️,දවසින් ආව oder එක❤️,"{

('oder එක', 'Delivery Speed', 'දවසින් ආව', positive)
}",Pure_Sinhala,skincare
137,Roushun 99% Aloe Vera Soothing Gel Face Moisturizer - 300ml,"Rs. 1,600",5,තැනක් යෞ දරළ් ගූඩ් ප්රෝදුච්ට් 🤗,තැනක් යෞ දරළ් ගූඩ් ප්රෝදුච්ට් 🤗,"{
(NULL, 'Overall Satisfaction', 'තැනක් යෞ දරළ්', positive),
('ප්රෝදුච්ට්', 'Product Quality', 'ගූඩ්', positive)
}",Pure_Sinhala,skincare
138,Roushun 99% Aloe Vera Soothing Gel Face Moisturizer - 300ml,"Rs. 1,600",5,කොලිටිය හොඳයි. ගෑවම හමට මාරම සනීපයක් දැනෙන ජෙල් එකක්.,කොලිටිය හොඳයි. ගෑවම හමට මාරම සනීපයක් දැනෙන ජෙල් එකක්.,"{
('කොලිටිය', 'Product Quality', 'හොඳයි', positive),
('ජෙල් එකක්', 'Comfort on Skin', 'හමට මාරම සනීපයක් දැනෙන', positive)
}",Pure_Sinhala,skincare
